title,rating,isEdited,review,userName,date,body,id,modified
Best All Around Medical Service,5,False,"We have been blessed to receive medical care at Mayo Clinic in Jacksonville, Florida since November 2010. 

At a very scary time in our lives, Mayo Clinic provided online answers to our neurological search questions; their medical papers and user friendly online portal was a God sent to us. We basically initiated medical treatment through the Mayo Clinic portal.

We can summarize the extraordinary medical and integrated service from everyone and all departments in two words ""excellence and compassion"". Specialized medical care and follow up appointments have been exceptional.

After God, we thank the Mayo Clinic, Dr. Wharen (neurosurgery) and Dr. Landolfo (cardiovascular surgery), for saving my husband's life. 

Thank you Mayo Clinic, we shall continue our support to you.",Monica Richter,2016-04-28 22:01:37,,,
Great but crashes,2,False,"This app is WONDERFUL. I would be delighted to give it 10 stars if I could. However once it was connected to my calendar it started crashing my iPad as soon as I tried to put the appointment from the app into my calendar.

However, the app did allow me to put my appointments into my calendar on my iPhone perfectly. The only problem is that since the App was installed my phone has decided to reboot itself several times on it's own especially when I am accessing my calendar, even though it has nothing to do with the mayo clinic appointments.",Lynda Lew,2014-10-22 01:05:47,,,
Broken for iOS 9.2 on iPad Air & iPhone 6 Plus,1,False,"I loved the previous versions of the Mayo Clinic app. Today was my first attempt to run the updated app on my iPad Air and iPhone 6 Plus, and it does not work on either device. Both devices are running iOS 9.2 because I have been traveling and don't want to update the iOS while traveling.
     The app lets you log in and appears to be working, but when you select any Patient function (e.g., Lab Results, Appointments), the iOS menu screen appears. When you switch back to the Mayo Clinic app, you are presented with the Mayo log in screen.
     I am hoping this app gets fixed soon.",Bobbi&Bruce,2016-12-03 19:49:06,,,
99.9% thumbs up,5,False,"I like everything about the app but I wish they would send or give care procedures of pre-op instructions before the actual procedure. We missed the call to the house but we were already on our way to Phoenix. It would complete the app, making it whole. Mayo has done a great job in its efforts to provide electrical medical records to the patient. Another great thumbs up for mayo.",Djnsen,2012-11-25 05:47:54,,,
Gone down the tube.,1,False,"I used to use this app a lot to help with reviewing my lab results, making sure I was on time for appointments and various other things. After the upgrade every button I hit either gives me nothing or the chance to request an appointment. I wanted to also use it to tie in with my phone's health app to keep an overall health picture but I can no longer do that either. I gave the app almost a month to get its stuff together and have seen no improvements. I guess mayo does not keep tabs on its apps rather than just trying to get something out here so they can say they have done it.",dwm81,2016-01-11 12:00:02,,,
Wish ALL Providers had this!,5,False,"I don't care what isn't working on it. I can see my patient file! I can see the imaging! I can see my appointments!!! I don't have to remember everything the doc said. I can go look at the visit notes. I LOVE this app!!! Maybe it is supposed to have more/better functionality, but I'm loving it just the way it is. Anything else would be icing on the cake.",huuvola,2016-02-09 00:57:23,,,
Outstanding,5,False,"This app is extremely user-friendly and provides all the data I need and more. It allows me to access all the information I need and then some. It Is better than most doctors portals (Applications ) that I currently use. I wish all the doctors applications were as easy, user-friendly and provided as much data as the Mayo clinic does!",Tscot72,2016-11-25 04:03:02,,,
Very usefull,5,False,"Just finished a week of evaluations at Mayo Clinic in Rochester and this app is the absolute must-have app for keeping track of the ever-changing schedules and for instantly looking at the results of tests and what your doctors have written up. 

Easy navigation and easy to print out all your results in PDF format to give your doctors at home. 

Very well done for both iPad and iPhone.",Thompson Hill,2014-04-04 22:25:48,,,
Could be better,3,False,"Love that I can get all the records and notes from visits for me and my kids.  You can see your appointments that are scheduled.  It would be nice if you could add those to your calendar or apple wallet right from the app.  Even just setting up a reminder from the app.  Adding bill pay, and account summary info would be fantastic.  And I would love to be able to contact my primary care physician directly instead of just a ""care team"".",a.gillette,2016-09-18 17:00:06,,,
Great app,5,False,"The Mayo Clinic app is great! I love that I can see pathology reports (like an X-ray) on my phone! Such an easy and intuitive app with all the functions you need.

I've used Epic's and it just isn't as good. Lacks features compared to Mayo such as pathology reports, graphs for lab results, and is in general inconveniently designed. 

Thank you Mayo for proving such a great app for myself and other patients out there!",SunnyDes,2017-05-13 00:30:17,,,
Can't read my messages,3,False,"The app is great and easy to use on both iPhone and iPad except that messages don't open correctly. I can see that I have a message, but it comes up blank when I click on it to read it. I just logged on through the web then, and the message was there, but if you could fix it in the app, that'd be great. Using the Message Center to get a billing issue resolved was amazing!",Bturbo911,2013-08-05 14:30:58,,,
Fantastic,5,False,"Hands down the best health app on the market. From the ability to access records on the phone, tablet and even Apple Watch, to the cool new feature Daily on the phone I continue to be impressed with the Mayo Clinic app. 

You can really tell that the team that works on this cares as much about the patients as the doctors and nurses do.

Keep up the good work!",Watchalookinatbub,2016-05-10 01:20:06,,,
Very informative and helpful for scheduling appointments,5,False,"A very good app. It is very easy to add your appointments to your calendar and bundle appointments so you don't have to keep traveling to Mayo.

The interface with Apple health on my iPhone is very neat. I like having all my health information in one place that is accessible.

Articles in the daily section are also very helpful.",Vincent V,2017-05-10 20:27:54,,,
Mayo Clinic Online,5,False,"I have found that Mayo Clinic Online to be the easiest health care online system that is so easy to use and provides all the information about your own issues and Mayo also sends every day, great short stories and videos that help you in a variety of subjects. I love their online app!!!",pc042205,2016-04-28 19:40:36,,,
"Good, but a work in progress.",3,False,"For as astoundingly good at medicine as Mayo is, this app needs more support.  Several pages open and tell you they will be supported or filled in or activated at some point in the future.  Would be nice for those features to work now.

The functions that are live work very well. Appointment calendar, reminders, facility maps, all excellent.  Communication with providers  needs some improvement.",DucFanDan,2014-12-08 08:01:53,,,
This app is a MUST if you are at Mayo!,5,False,This app is just amazing! It's SO nice to be able to see the doctors notes written down for you to look at whenever you want. Your lab results come to this app as well! All your appointments are there for you too! It's so helpful! Mayo clinic is just amazing and this app is amazing a long with it!!!! Thank you Mayo clinic!!,KellyPatient,2013-07-18 02:07:40,,,
Simply fantastic,5,False,"The team knocked it out of the park with this.  Medical records access, charted biometric lab results, appointment itinerary implementation..  So much utility here.  I don't know if anybody else in the medical world
Is ahead of this, but I'm betting this app raises the bar for secure access to patient medical data, and making the data useful and actionable!

If you are a patient or a caregiver at mayo - you definitely should have this.  

Looking forward to future improvements like being able to opt out of snail mailed paper itineraries getting mailed x-country.

Huge props to the team that made this application!  Keep up the great work!",etlipman,2012-07-18 15:55:17,,,
Wonderful very useful app,5,False,"Absolutely the best app for any hospital I've ever been to. I was able to retrieve records myself and print for another DR.. I can see what they write about my visits and see my own x-rays.  I can download my appointments to my google calendar, get a list of medicines.  I had no problems with it during my use.",Raylb,2016-01-20 13:38:47,,,
Unable to Access documents,3,False,"Although you can ""read"" at least some of the documents, not all documents show up and I've yet to be able to print anything from my Client Portal to my home printer. Maybe I'm doing something wrong, but when you live in another state and need to provide information to another doctor this is grossly inadequate. Please fix. Thanks!",1hotroddie,2013-05-08 10:25:56,,,
Adequate,5,False,"I would like the Mayo Patient app to be able mark patient portal messages as read. 

I currently have to log in to the patient website in order to clear the new message alerts, otherwise the messages keep piling up even a year after it was written.",DustyL,2015-07-09 16:54:15,,,
